0,0.5269161,0.41894338,0.054140534
1,0.49704373,0.29506037,0.20789587
2,0.4952284,0.49835995,0.0064115818
3,0.5476397,0.25238413,0.19997613
4,0.5817596,0.37936226,0.038878188
5,0.16525795,0.12073221,0.7140098
6,0.33195043,0.63986623,0.028183369
7,0.77756906,0.20721859,0.015212358
8,0.7143201,0.24255165,0.043128207
9,0.44988194,0.46012813,0.089989945
10,0.7186022,0.2763462,0.00505172
11,0.1682867,0.16529253,0.66642076
12,0.40411833,0.3274668,0.26841494
13,0.37449017,0.25972298,0.36578685
14,0.571802,0.3353352,0.092862785
15,0.48639706,0.46099547,0.052607488
16,0.2645205,0.1843463,0.5511332
17,0.20634462,0.24823302,0.5454224
18,0.6059521,0.35096794,0.043079957
19,0.8109835,0.16534975,0.023666784
20,0.59273267,0.36388206,0.04338527
21,0.18168461,0.17364678,0.6446686
22,0.35203397,0.54622275,0.101743236
23,0.48100644,0.44149405,0.07749944
24,0.44617796,0.44390595,0.109916046
25,0.773292,0.2235469,0.0031610422
26,0.3730914,0.5232482,0.10366037
27,0.17452759,0.114321135,0.71115124
28,0.20612092,0.30777416,0.48610494
29,0.34640446,0.3851535,0.26844198
30,0.38865444,0.52907646,0.08226911
31,0.29674187,0.44890913,0.25434902
32,0.90224856,0.08905319,0.008698248
33,0.43351477,0.37343913,0.19304617
34,0.17515095,0.25585228,0.5689968
35,0.86560243,0.12909736,0.005300142
36,0.32168242,0.59372,0.08459755
37,0.6287623,0.3181967,0.05304096
38,0.22116092,0.29079682,0.48804232
39,0.26422444,0.3471596,0.38861597
40,0.77575696,0.15309899,0.07114406
41,0.3590024,0.45691174,0.18408583
42,0.29540837,0.50160116,0.20299047
43,0.57972777,0.41237682,0.00789541
44,0.9611509,0.035088334,0.0037607634
45,0.23831758,0.19993702,0.5617454
46,0.3153969,0.51416194,0.17044112
47,0.6061796,0.2906118,0.1032086
48,0.7500984,0.19534373,0.054557838
49,0.5831794,0.35597497,0.060845554
50,0.9002541,0.08322489,0.016521115
51,0.46373665,0.47955137,0.056711916
52,0.17383614,0.19979618,0.6263676
53,0.5147348,0.37937006,0.10589517
54,0.69814944,0.27285704,0.028993549
55,0.50718373,0.33292678,0.15988946
56,0.9554316,0.044304185,0.00026429511
57,0.33599252,0.5448992,0.11910827
58,0.1734401,0.43118078,0.3953792
59,0.58089155,0.32770652,0.09140199
60,0.17214246,0.44048408,0.38737345
61,0.8669214,0.12844478,0.004633779
62,0.2676095,0.32556108,0.40682936
63,0.64129204,0.3234874,0.035220493
64,0.5419995,0.40131068,0.056689836
65,0.9388655,0.05632881,0.0048056794
66,0.808106,0.17237395,0.01952011
67,0.28947425,0.39731768,0.31320807
68,0.2958764,0.31979,0.38433355
69,0.34438255,0.51547694,0.1401405
70,0.7729236,0.20336057,0.023715809
71,0.54333895,0.33647975,0.120181344
72,0.67131174,0.3216482,0.0070400513
73,0.6275956,0.33769447,0.034709927
74,0.3056085,0.25728634,0.43710515
75,0.4511989,0.23881285,0.30998823
76,0.6078567,0.35954654,0.032596722
77,0.17533226,0.34364825,0.48101956
78,0.6734996,0.23270212,0.09379827
79,0.27955732,0.4823938,0.23804894
80,0.18075502,0.3419424,0.47730252
81,0.24486923,0.34388235,0.41124842
82,0.9134701,0.080238804,0.00629098
83,0.36241895,0.2952308,0.34235024
84,0.499021,0.46880853,0.032170497
85,0.4682229,0.411339,0.12043809
86,0.38897663,0.49298772,0.11803564
87,0.6975881,0.30096892,0.0014430814
88,0.7066822,0.21844205,0.074875765
89,0.62142205,0.28527603,0.09330187
90,0.28095677,0.3918892,0.32715407
91,0.20262711,0.3153422,0.48203072
92,0.5714785,0.40590024,0.022621298
93,0.9963857,0.002236528,0.0013777864
94,0.18883584,0.3244412,0.48672298
95,0.38284853,0.55622506,0.060926385
96,0.5224325,0.44273832,0.034829207
97,0.31690297,0.24777018,0.43532678
98,0.20307557,0.25288302,0.5440414
99,0.887531,0.10958779,0.0028813526
100,0.34636092,0.53802276,0.115616284
101,0.428761,0.26636273,0.30487624
102,0.65088105,0.321832,0.02728695
103,0.6580185,0.2797753,0.062206198
104,0.45851007,0.32970786,0.21178211
105,0.53152704,0.3791958,0.089277126
106,0.1761675,0.26475567,0.55907685
107,0.37871182,0.461813,0.15947519
108,0.8133835,0.18532564,0.0012908253
109,0.83358586,0.16438808,0.00202611
110,0.26129583,0.529621,0.20908315
111,0.67038655,0.2912969,0.03831649
112,0.75704426,0.23136348,0.011592235
113,0.2135096,0.54740155,0.23908882
114,0.50189614,0.45249856,0.045605253
115,0.32487136,0.4624104,0.21271828
116,0.29364625,0.33570233,0.37065148
117,0.40882206,0.429613,0.16156489
118,0.50288033,0.26207167,0.23504801
119,0.42721984,0.517637,0.055143174
120,0.54826975,0.38909665,0.06263359
121,0.8781059,0.10830991,0.013584218
122,0.27970472,0.44708055,0.27321476
123,0.59982735,0.24592607,0.15424655
124,0.25702924,0.45467928,0.28829148
125,0.65734315,0.2228547,0.11980215
126,0.3657579,0.5928859,0.041356124
127,0.51767457,0.35902673,0.12329871
128,0.17861514,0.27821183,0.543173
129,0.18546127,0.29799575,0.516543
130,0.9832055,0.016049247,0.0007451577
131,0.18367304,0.34648067,0.46984628
132,0.78387505,0.21308139,0.003043648
133,0.49696946,0.2978096,0.20522098
134,0.61688083,0.24242292,0.1406963
135,0.9785386,0.021419166,4.2234456e-05
136,0.47553858,0.40243638,0.12202511
137,0.918652,0.058339242,0.02300879
138,0.4339826,0.40365845,0.16235901
139,0.38239542,0.30457902,0.31302553
140,0.36003292,0.28668478,0.3532823
141,0.5454634,0.23269539,0.22184126
142,0.9347432,0.06348369,0.0017730638
143,0.17715032,0.29989636,0.5229533
144,0.35985732,0.32916278,0.31097993
145,0.17738958,0.17302516,0.64958525
146,0.2548404,0.20690924,0.5382504
147,0.3949416,0.42977452,0.1752839
148,0.6907606,0.20066603,0.10857331
149,0.5427943,0.40310198,0.054103747
150,0.25703743,0.5071296,0.23583294
151,0.18862249,0.3048453,0.5065322
152,0.4182303,0.3519891,0.22978064
153,0.42244112,0.39746553,0.1800933
154,0.48781005,0.48738232,0.024807625
