0,0.18378475,0.18426904,0.20769227,0.31089866,0.11335525
1,0.5798274,0.08003715,0.15773273,0.14114024,0.041262455
2,0.9550862,0.017602645,0.017560577,0.0081509035,0.0015996551
3,0.122755975,0.104248405,0.13065556,0.4656868,0.17665331
4,0.15146635,0.09333411,0.10406261,0.4869707,0.16416615
5,0.9864747,0.009375308,0.0040017334,0.00012050641,2.7734877e-05
6,0.16910635,0.078857124,0.06871368,0.5083165,0.17500629
7,0.828201,0.03590953,0.08786214,0.038233005,0.009794357
8,0.14917023,0.15256599,0.18556362,0.3847805,0.12791967
9,0.16996683,0.16210012,0.23487778,0.33408433,0.09897086
10,0.18334918,0.16982971,0.19825135,0.38455755,0.064012244
11,0.31191942,0.33782881,0.18792328,0.11579647,0.04653198
12,0.3780129,0.11936589,0.2180687,0.22128035,0.06327214
13,0.48444584,0.14446446,0.20519693,0.12372442,0.04216837
14,0.4282912,0.14640921,0.21852265,0.17315845,0.03361855
15,0.1606012,0.18575332,0.21521118,0.3189714,0.119463
16,0.9519782,0.015840579,0.029378358,0.0023164372,0.0004865575
17,0.19686686,0.21745951,0.22952037,0.26437876,0.091774486
18,0.49328294,0.107881404,0.21494424,0.14888234,0.035009
19,0.19939958,0.17582317,0.24941695,0.3025428,0.07281751
20,0.13588369,0.16566396,0.18641506,0.3674004,0.14463688
21,0.23891707,0.20302771,0.26659945,0.2318074,0.059648365
22,0.6197661,0.07620754,0.16878772,0.10733087,0.027907774
23,1.0,2.4577088e-14,2.5279573e-27,1.1788379e-35,2.5774385e-38
24,0.19272335,0.27528784,0.27818394,0.19677532,0.057029594
25,0.72538704,0.061363623,0.14366458,0.057255127,0.012329615
26,0.28189528,0.17572196,0.2426549,0.2556855,0.044042323
27,0.6621693,0.07893467,0.17457284,0.07114373,0.013179538
28,0.9136,0.029387264,0.036187008,0.017294852,0.0035308108
29,0.15698871,0.09360502,0.08858194,0.4924588,0.16836557
30,0.17997451,0.24857931,0.2642108,0.23302655,0.07420887
31,0.44336915,0.13149959,0.20759322,0.1823019,0.03523612
32,0.17429842,0.2678335,0.27983522,0.2082008,0.0698321
33,0.15654346,0.23152812,0.23744278,0.27504548,0.09944019
34,0.20762213,0.29931927,0.28438666,0.16659787,0.04207405
35,0.22706681,0.2472047,0.25814065,0.21161416,0.055973634
36,0.16010685,0.082730696,0.07901052,0.5084142,0.16973771
37,0.17145018,0.06746234,0.057226982,0.5309576,0.17290296
38,0.17859653,0.087586164,0.079927996,0.49131182,0.16257754
39,0.29517883,0.15670837,0.21260169,0.2519296,0.08358151
40,0.54850686,0.11975955,0.17052902,0.124996156,0.036208365
41,0.38320273,0.14782377,0.245903,0.17788824,0.04518227
42,0.16524921,0.08080458,0.07976925,0.505253,0.16892396
43,0.77730453,0.04101153,0.11792532,0.04985324,0.013905421
44,0.5043245,0.11607867,0.21316217,0.13895343,0.027481155
45,0.18872087,0.22650822,0.30381167,0.23565158,0.045307655
46,0.14610697,0.20321041,0.2210072,0.3115376,0.118137866
47,0.20397426,0.24871932,0.2742899,0.21269438,0.060322165
48,0.15282817,0.15508258,0.20249791,0.37335593,0.11623542
49,0.9510898,0.01253385,0.030195741,0.005197996,0.0009826538
50,0.8919402,0.027565159,0.06627847,0.011862602,0.0023536354
51,0.14842871,0.24460477,0.24889442,0.26243588,0.0956362
52,0.1336856,0.15509883,0.19915713,0.36765683,0.14440164
53,0.14322925,0.12219283,0.15354763,0.42688918,0.15414117
54,0.16586111,0.1253718,0.15443192,0.42044085,0.13389431
55,0.14756179,0.21881105,0.22645211,0.2892979,0.11787713
56,0.28223106,0.24799037,0.22962904,0.1754923,0.06465727
57,0.19277626,0.11743979,0.11553119,0.44937265,0.1248801
58,0.17399798,0.20256653,0.2356195,0.28707856,0.10073737
59,0.5177721,0.12261134,0.2082406,0.1189962,0.032379773
60,0.18244301,0.18129505,0.22928001,0.31194156,0.09504031
61,0.88911086,0.025412148,0.05933514,0.02114665,0.0049952427
62,0.7933144,0.043302853,0.11159788,0.042770535,0.009014351
63,0.9999999,9.487497e-08,5.822872e-14,1.0789405e-18,3.6196668e-20
64,1.0,2.1327834e-10,1.0186365e-19,5.030727e-26,5.2270735e-28
65,0.18454927,0.1340895,0.13587825,0.4138409,0.13164206
66,0.19221747,0.25217327,0.25518778,0.2154397,0.08498176
67,0.18181698,0.22958177,0.25640637,0.25493655,0.07725829
68,0.17629091,0.26659903,0.26438627,0.20856504,0.08415876
69,0.14457278,0.1616238,0.21080753,0.35435614,0.1286398
70,1.0,2.0347799e-16,6.290267e-32,1.0536e-41,1.1e-44
71,0.15223232,0.20553645,0.23710178,0.29616216,0.108967274
72,0.51699346,0.10350678,0.20113893,0.14099634,0.03736451
