0,0.0013011455,0.0014643718,7.4341086e-05,0.96637994,0.022344502,0.0039646667,0.0004885251,4.8016023e-05,1.5609048e-07,0.0005657236,0.0033686014
1,1.1744502e-05,3.4192846e-07,2.406476e-07,3.6925016e-05,0.00116661,0.9987752,2.4658818e-06,4.931653e-06,4.5059285e-09,1.0283463e-06,3.537608e-07
2,2.4420228e-07,1.849633e-05,2.6328076e-05,0.0009068624,0.99044484,0.008104953,1.6638436e-05,2.4822152e-06,1.413689e-07,0.00045458574,2.4505995e-05
3,0.9999989,6.593918e-07,3.179153e-08,5.536135e-08,1.03933875e-11,4.5838608e-08,2.7037792e-08,5.8790842e-08,3.247235e-11,1.2889724e-07,4.58559e-09
4,5.4961265e-07,1.1539418e-09,0.0011958845,1.5922459e-10,3.595459e-09,5.6711244e-08,7.4627965e-06,1.4204965e-09,0.00044474073,0.99835134,4.5765006e-08
5,3.5962437e-08,0.00018548776,0.99978834,9.956181e-10,1.0113012e-08,3.6875048e-07,1.9178219e-07,2.5199147e-11,2.3591083e-08,8.564582e-06,1.6957549e-05
6,4.776039e-06,8.139656e-08,3.695376e-05,3.7703662e-09,1.14467575e-07,6.2146835e-05,2.0506461e-07,0.000837696,0.99881977,0.00023828226,1.7267272e-08
7,4.1636863e-06,0.004122054,0.98680496,1.3214494e-06,4.7610506e-06,0.00089660863,2.7669486e-07,4.0787577e-07,2.5647814e-06,1.1615726e-05,0.008151271
8,1.9319122e-08,1.8079512e-05,2.0741867e-05,0.00018064666,0.9971149,0.0025961134,1.8061562e-06,6.7244935e-07,3.0032222e-08,5.6136778e-05,1.08398735e-05
9,0.9999999,1.1204513e-07,8.8627294e-10,9.245869e-10,1.3104929e-14,3.7288492e-10,3.1001802e-11,1.205419e-10,1.2433105e-14,1.0339524e-10,4.5230795e-08
10,3.2683247e-09,5.7806257e-05,0.000276158,2.1638185e-05,0.99892455,6.216883e-05,2.275165e-06,8.229432e-08,1.5555611e-07,0.00065375975,1.4089443e-06
11,0.0010962591,0.00020891566,0.000119000004,0.98879504,0.005310354,0.0017180167,0.00026282403,4.3472264e-06,7.172943e-08,0.00027417875,0.0022110401
12,7.975384e-11,0.9999989,1.0539874e-06,1.4543476e-13,1.2102982e-16,3.1905868e-15,1.6120681e-17,2.7099535e-16,1.9912982e-18,1.1087542e-13,1.06682344e-10
13,5.580954e-08,1.5974665e-09,1.5025255e-05,4.161559e-11,4.138497e-09,8.019e-07,3.1583178e-07,8.006831e-06,0.99991953,5.623383e-05,2.5477098e-09
14,4.489222e-09,0.9999597,3.784016e-05,1.4375119e-06,3.0983816e-08,2.686879e-11,6.953354e-11,1.0909755e-11,2.4447856e-14,1.2798242e-08,1.0194486e-06
15,1.2397019e-05,1.0135044e-07,8.732685e-05,1.601115e-08,8.797407e-11,2.3941957e-09,1.0994631e-06,1.8574649e-11,1.6778252e-09,5.043156e-05,0.9998486
16,0.00011864756,1.4512457e-06,2.7914637e-05,0.056457948,0.00029909375,0.00011506485,6.6589535e-05,4.1980033e-07,1.14113865e-08,0.0037218076,0.9391911
17,3.855725e-06,6.2110495e-09,7.479916e-06,4.138933e-06,0.0004532122,0.9993807,1.418938e-05,1.1363313e-06,4.664663e-06,0.00012460846,6.03472e-06
18,4.8004695e-05,6.9990538e-06,2.1340759e-06,0.9986021,0.0011182261,8.030151e-06,2.0683394e-05,1.7448624e-08,5.881522e-11,5.1337506e-06,0.0001887766
19,1.8613565e-06,5.9985986e-08,0.00034256928,1.0165565e-05,2.921726e-07,2.8699908e-08,0.00027310898,6.8547373e-10,7.1859304e-08,0.99934334,2.851275e-05
20,3.6867769e-09,0.0013665113,0.99862874,1.7378071e-09,3.3451222e-08,2.5627305e-08,5.3819993e-09,8.348107e-12,1.3131474e-09,1.1895157e-07,4.6741147e-06
21,7.3585284e-06,1.3563917e-05,1.11407125e-07,0.9999695,2.4711649e-06,1.1544004e-08,2.7725116e-07,7.004778e-11,4.8726678e-14,1.6120734e-07,6.546883e-06
22,8.2876113e-07,0.0027958478,0.0007232393,0.0023592801,7.7979144e-05,7.4595795e-07,9.1954297e-07,4.6816186e-08,4.9850635e-10,6.5171174e-05,0.99397594
23,1.7744584e-05,0.9900656,0.009803458,3.1548677e-06,2.7484185e-07,1.3252835e-06,2.3233301e-07,1.1002006e-07,8.804917e-09,3.1504165e-05,7.662316e-05
24,2.7655373e-08,2.2063047e-08,1.5481357e-05,2.6818953e-10,3.9992035e-08,1.0427253e-06,1.12406944e-07,0.0001390255,0.99983823,6.0635352e-06,2.9406373e-09
25,4.0736543e-07,0.0002555341,2.4113566e-05,2.632538e-05,4.3607194e-08,1.7330283e-10,4.6909387e-09,1.2280804e-11,4.5199215e-13,4.2812526e-06,0.99968934
26,3.234437e-05,2.1644433e-09,1.4649298e-05,1.694465e-08,2.0185213e-10,3.1879146e-08,0.99976414,4.1502737e-08,2.257951e-07,0.00018813327,4.397185e-07
27,0.0015988252,0.9539191,0.020720666,1.1627286e-05,3.4882672e-07,0.000111359055,5.40259e-07,7.87259e-07,2.3842775e-08,2.2545413e-05,0.023614248
28,0.00039674423,0.00010302374,0.00031572228,0.00031692235,6.5298093e-07,1.0441201e-05,9.0582586e-07,3.723759e-08,4.345497e-10,7.629026e-07,0.99885476
29,2.0213736e-06,0.0032620535,0.9967116,3.580864e-08,6.23605e-08,7.281267e-06,6.326541e-07,6.609256e-09,1.3215076e-06,1.1570245e-05,3.5012781e-06
30,3.6315591e-06,3.3596248e-07,1.6360034e-05,2.2140679e-05,1.1424592e-08,4.7044897e-09,3.6905632e-08,6.128831e-12,8.455616e-12,4.673777e-07,0.99995697
31,0.00084717805,0.00021478425,0.00017297237,2.6519267e-05,1.29374685e-05,0.00042425503,7.8906116e-05,0.9961428,0.0019412831,4.4541845e-05,9.391886e-05
32,8.1875114e-05,2.407108e-05,4.10398e-05,6.1240016e-06,1.2476852e-05,0.00042442343,3.288467e-05,0.9895447,0.009782843,7.131444e-06,4.246799e-05
33,0.00013369245,1.5703982e-06,8.075068e-06,9.746442e-06,1.791013e-05,0.9996989,1.7822396e-05,3.857661e-05,2.1532476e-06,7.073528e-05,8.942775e-07
