0,2.3022824e-07,1.6017862e-05,5.27237e-05,2.1868345e-07,3.2616272e-06,5.931181e-07,1.3561616e-07,0.9999268
1,5.818201e-09,6.905251e-10,5.9713415e-08,0.9999999,3.02219e-11,5.6136027e-08,2.8543115e-10,7.4538875e-11
2,3.51543e-06,7.382824e-07,3.7961104e-07,2.839466e-08,6.459203e-08,4.6557005e-08,0.99999523,3.2312066e-09
3,1.6346705e-08,1.05288784e-07,2.9463468e-08,5.6307602e-08,6.505282e-10,4.5409796e-09,0.9999999,3.786053e-10
4,3.6152855e-08,3.0104834e-06,7.220029e-05,2.7102866e-08,1.3383919e-06,2.0324842e-07,1.4786701e-08,0.9999232
5,1.6902698e-08,1.00189745e-07,2.0440385e-07,1.1649267e-07,1.4177326e-09,1.9644861e-09,0.9999995,1.0343687e-09
6,4.5980837e-06,2.3936183e-05,0.99894804,2.4888886e-05,9.6664786e-05,3.1244388e-06,3.500783e-05,0.00086378516
7,9.895673e-10,2.5953159e-12,0.9999999,3.418011e-08,6.712736e-08,4.3298579e-10,3.2186007e-12,1.0755833e-10
8,7.884023e-08,3.4428626e-06,3.5773675e-05,1.5634688e-08,2.2939769e-06,2.0117453e-07,1.810973e-08,0.99995816
9,3.6651265e-05,1.13600745e-05,0.99813735,2.1793942e-06,0.0008438981,8.206519e-06,0.0005635089,0.00039688146
10,1.8330648e-07,0.99999857,1.5091211e-07,7.9679086e-07,3.4305254e-09,3.3491485e-08,2.8028094e-07,4.945238e-08
11,4.348842e-07,0.9999987,4.8875037e-08,4.0064748e-07,2.392957e-09,4.825811e-08,3.0799757e-07,1.6649905e-08
12,2.4702395e-08,9.006029e-08,2.357101e-06,2.5750836e-08,1.313865e-08,1.1002047e-08,0.9999975,4.6955453e-09
13,6.412232e-08,4.4468197e-06,1.5122437e-05,2.468823e-08,1.208368e-06,1.6911196e-07,1.807077e-08,0.9999789
14,8.582207e-10,2.1385535e-08,6.734701e-09,5.3926104e-08,6.531113e-11,3.309695e-10,0.9999999,9.991788e-11
15,3.8023057e-11,6.704131e-10,3.6358927e-09,1.0,2.3976359e-11,7.3115367e-09,2.0805423e-10,4.7323978e-11
16,7.7373066e-08,5.1633433e-06,2.2508426e-05,3.4379507e-08,1.496869e-06,2.216595e-07,2.3292438e-08,0.99997056
17,2.70746e-07,6.015153e-08,0.99997044,3.984038e-07,2.7856153e-05,7.535329e-08,1.3072085e-07,7.607024e-07
18,4.026563e-08,3.7746975e-07,1.7005112e-06,3.036496e-07,1.8418534e-08,3.6595896e-08,0.9999976,7.1890542e-09
19,1.0501718e-07,0.9999995,1.6179902e-07,1.3235672e-07,2.1323197e-09,5.143701e-08,1.2421556e-07,2.1092639e-08
20,2.8726324e-08,1.06632555e-07,3.5741216e-08,6.5997334e-08,1.6244286e-09,5.0687374e-09,0.9999999,6.842672e-10
21,4.188658e-08,0.9999999,4.2516644e-09,1.6798253e-08,1.5587681e-10,3.1793608e-09,1.7714358e-08,2.0998026e-09
22,4.209601e-08,1.3698732e-07,2.8058041e-06,7.231186e-05,3.0835217e-06,0.99992144,2.0416033e-07,5.1376418e-08
23,2.6724244e-11,1.461358e-10,1.192947e-09,4.5660212e-07,7.704683e-10,0.9999995,1.3725936e-10,9.084266e-12
24,1.5956552e-07,9.460465e-06,6.197054e-05,9.4905644e-08,3.129892e-06,5.814319e-07,6.7606436e-08,0.99992454
25,7.616246e-08,6.925194e-06,3.781383e-05,1.1224759e-07,1.6045539e-06,2.1491307e-07,4.2498144e-08,0.99995315
26,0.9999125,1.2103382e-06,8.550819e-07,7.929028e-05,4.7947065e-06,9.000048e-07,5.100749e-07,5.5902234e-09
27,2.5729294e-08,7.800229e-08,3.709289e-08,1.9505277e-08,1.8350049e-09,5.26808e-09,0.9999999,4.8477594e-10
28,5.386087e-06,1.8624766e-09,3.6025224e-07,1.02731136e-07,0.9999691,2.5061458e-05,8.960467e-09,2.1365703e-09
29,2.7810614e-05,8.564641e-08,2.1081707e-09,8.228986e-07,1.3021048e-06,0.99996984,1.009791e-07,7.938974e-10
30,5.208983e-09,1.215019e-06,1.12328074e-07,0.99999857,2.1814315e-09,3.620105e-08,1.5392953e-07,8.876307e-09
31,3.9174524e-06,6.0431507e-06,0.9993882,3.5613878e-06,0.00039726403,2.4640374e-06,0.00012254735,7.593321e-05
32,3.5821012e-07,0.99993503,2.9552353e-07,5.949172e-05,8.6986605e-09,1.500637e-07,4.6305577e-06,1.566883e-07
33,4.0445974e-07,0.99999905,8.8052744e-08,1.3337527e-07,4.412772e-09,7.017674e-08,1.7505134e-07,2.7478563e-08
34,1.7799314e-07,8.697229e-07,1.8739955e-06,1.501911e-06,2.3244821e-08,2.8881121e-08,0.99999547,8.955422e-09
35,1.075406e-06,7.9161155e-06,6.3221028e-06,1.3970409e-05,5.7517415e-08,2.9974908e-07,0.9999702,5.2134105e-08
36,5.3763063e-08,0.9999988,7.129921e-09,1.0765265e-06,2.1844872e-10,1.0814769e-08,5.4433237e-08,4.0017514e-09
37,1.2883444e-07,3.655475e-12,7.0404904e-10,8.463152e-10,0.9999999,4.5589545e-08,3.341982e-11,3.9429857e-12
38,0.9999393,2.6918076e-07,1.5363048e-09,6.0352922e-05,1.2104981e-09,1.888236e-08,1.8877031e-08,7.974909e-11
39,1.4722184e-06,3.7146854e-08,5.648245e-05,5.5701195e-05,0.99956936,0.000316783,1.1180672e-07,1.13269856e-07
40,3.2174707e-08,1.3106096e-07,1.9652882e-07,8.198753e-08,6.1352297e-09,2.4413394e-08,0.9999995,1.9500055e-09
41,1.197686e-07,4.185788e-07,2.3334544e-06,0.99986815,1.596738e-06,0.00012642592,7.8703215e-07,1.0500319e-07
42,0.99980825,2.6960856e-06,5.013956e-08,7.7649565e-05,3.053574e-06,0.00010479968,3.5111177e-06,7.539234e-09
43,1.5846313e-08,1.0,6.520528e-09,7.5436155e-09,1.5405052e-10,3.625244e-08,2.0021151e-08,1.3732443e-09
44,2.6990712e-09,1.0,7.116692e-10,1.7617443e-09,2.0821648e-11,4.4898457e-10,1.1903972e-09,2.4442315e-10
45,3.3572363e-08,5.261251e-09,4.9223337e-10,3.6331063e-08,2.8246254e-07,0.99999964,2.3288495e-08,1.0881724e-10
46,1.4338262e-06,1.3968581e-06,3.1364524e-07,0.9999943,8.599472e-08,9.2842456e-08,2.4953822e-06,8.707774e-09
47,0.99998295,1.0732418e-09,2.6500546e-09,1.6850541e-05,2.6448443e-08,2.0904722e-07,2.2084332e-09,9.779091e-12
48,0.0009674899,2.1802998e-10,5.479585e-08,0.9990324,5.2149143e-11,6.765391e-08,2.4395144e-11,3.2254989e-12
49,5.9361728e-08,9.1436086e-10,1.0205065e-09,1.3624204e-08,9.298545e-08,0.9999999,2.7575495e-09,1.638939e-11
50,6.5257825e-07,0.99999857,6.473507e-08,1.8047025e-07,3.464402e-09,8.553509e-08,2.952586e-07,2.0415651e-08
51,5.9329427e-08,4.642015e-06,7.04913e-05,4.6457746e-08,1.6170402e-06,1.868881e-07,2.3142098e-08,0.9999229
52,6.664575e-07,9.581427e-10,8.2885046e-05,2.9354558e-07,0.9999114,4.736957e-06,6.2280057e-09,2.9497282e-09
53,7.4673926e-07,5.2718423e-08,0.00025572153,4.3335705e-05,0.9981477,0.001552149,1.197243e-07,2.2348469e-07
54,6.409028e-08,0.9999999,3.0487624e-09,8.292376e-09,1.7443529e-10,9.647363e-09,3.5708986e-08,1.4307178e-09
55,8.2391985e-08,9.553673e-06,0.000110686764,1.5782742e-07,1.9193387e-06,2.5703594e-07,6.09354e-08,0.99987733
56,8.976582e-09,4.5454613e-08,6.571684e-08,3.3781895e-08,9.969139e-10,2.1578546e-09,0.99999976,4.726797e-10
