0,0.17657547,0.13715117,0.28288564,0.2579642,0.14542349
1,0.88997793,0.026984552,0.04941602,0.027495658,0.006125794
2,0.9855906,0.0142087545,0.00019636111,4.3136565e-06,1.4621578e-09
3,0.114198424,0.08920946,0.27663064,0.35279772,0.16716377
4,0.10581794,0.04735828,0.22239307,0.44870442,0.17572631
5,0.96735406,0.028109862,0.003456641,0.0010701328,9.298955e-06
6,0.09274523,0.028214194,0.18824789,0.46759492,0.22319779
7,0.928168,0.019405583,0.035783406,0.013303574,0.0033394452
8,0.2132269,0.16265744,0.26434383,0.24823838,0.1115334
9,0.30918258,0.093428954,0.23894674,0.27549744,0.082944326
10,0.5787086,0.17373571,0.13214256,0.09894982,0.016463364
11,0.2262632,0.45843756,0.22336781,0.061362885,0.030568486
12,0.39993417,0.22557376,0.22109932,0.11395636,0.03943636
13,0.22584265,0.34667212,0.2760727,0.10498456,0.046428014
14,0.4955749,0.25492814,0.15502492,0.078230835,0.016241217
15,0.25698903,0.2588526,0.25507417,0.16067837,0.06840581
16,0.98817575,0.011623813,0.00019715329,3.301095e-06,9.911121e-10
17,0.26543778,0.17917448,0.2731672,0.1908481,0.09137245
18,0.5311305,0.17523973,0.16579306,0.10076513,0.027071582
19,0.5248581,0.2571643,0.13412637,0.071641,0.012210184
20,0.12809771,0.19656911,0.34260565,0.22039616,0.11233135
21,0.39163706,0.10857367,0.19578737,0.247538,0.05646393
22,0.45940608,0.16906114,0.21241817,0.121581085,0.037533544
23,1.0,5.8514775e-09,1.1025123e-15,6.347961e-29,6.6e-44
24,0.31787136,0.25581166,0.23664215,0.15193027,0.037744537
25,0.74706304,0.092139736,0.092386216,0.054766007,0.01364503
26,0.4333639,0.12205322,0.19229594,0.21337862,0.038908243
27,0.58475155,0.10026934,0.16235603,0.12613799,0.02648514
28,0.8695127,0.06821644,0.035989463,0.023046484,0.003234955
29,0.15147895,0.07602683,0.23443408,0.39439923,0.14366092
30,0.22461005,0.16298772,0.27652207,0.2520097,0.08387042
31,0.7123627,0.08970429,0.10324991,0.07768884,0.016994227
32,0.28922346,0.27200288,0.2492604,0.14241357,0.047099743
33,0.18323487,0.21085188,0.3055581,0.20251735,0.0978379
34,0.31641927,0.26135102,0.2336502,0.15810455,0.030474983
35,0.47863096,0.19952984,0.17970115,0.11085493,0.031283107
36,0.08992409,0.0377631,0.22115046,0.48272124,0.16844104
37,0.091046266,0.0240401,0.18249391,0.47442392,0.22799583
38,0.16924587,0.073822305,0.23369649,0.38360307,0.13963223
39,0.16540012,0.17811087,0.31244886,0.22532354,0.11871661
